912828TS Govt,912828TS9,0.625,9/30/17,99.78125,0.7183579,3/31/15,9/30/15,5,0.718358,2.350570857,5/19/15
912828F5 Govt,912828F54,0.875,10/15/17,100.3554688,0.7257135,4/15/15,10/15/15,5,0.725713,2.385466455,5/19/15
912828PF Govt,912828PF1,1.875,10/31/17,102.75,0.7394641,4/30/15,10/31/15,5,0.739464,2.403109685,5/19/15
912828TW Govt,912828TW0,0.75,10/31/17,100.0078125,0.7467472,4/30/15,10/31/15,5,0.746747,2.429760167,5/19/15
912828HH Govt,912828HH6,4.25,11/15/17,108.6523438,0.7356064,5/15/15,11/15/15,5,0.735606,2.392089722,5/19/15
912828G2 Govt,912828G20,0.875,11/15/17,100.3007813,0.7527921,5/15/15,11/15/15,5,0.752792,2.467484422,5/19/15
912828PK Govt,912828PK0,2.25,11/30/17,103.7265625,0.7616855,11/30/14,5/31/15,6,0.761685,2.452865443,5/19/15
912828UA Govt,912828UA6,0.625,11/30/17,99.640625,0.7685221,11/30/14,5/31/15,6,0.768522,2.509638966,5/19/15
912828G7 Govt,912828G79,1,12/15/17,100.5625,0.7788123,12/15/14,6/15/15,6,0.778812,2.537255604,5/19/15
912828PN Govt,912828PN4,2.75,12/31/17,105.0703125,0.7877825,12/31/14,6/30/15,6,0.787782,2.519445079,5/19/15
912828UE Govt,912828UE8,0.75,12/31/17,99.890625,0.7922761,12/31/14,6/30/15,6,0.792276,2.588120118,5/19/15
912828H3 Govt,912828H37,0.875,1/15/18,100.1679688,0.8109091,1/15/15,7/15/15,6,0.810909,2.625015494,5/19/15
912828PT Govt,912828PT1,2.625,1/31/18,104.84375,0.8086037,1/31/15,7/31/15,6,0.808604,2.609113436,5/19/15
912828UJ Govt,912828UJ7,0.875,1/31/18,100.1484375,0.8192534,1/31/15,7/31/15,6,0.819253,2.669209525,5/19/15
912828HR Govt,912828HR4,3.5,2/15/18,107.2421875,0.8241246,2/15/15,8/15/15,6,0.824125,2.622628132,5/19/15
912828H9 Govt,912828H94,1,2/15/18,100.4570313,0.8310406,2/15/15,8/15/15,6,0.831041,2.706139125,5/19/15
912828PY Govt,912828PY0,2.75,2/28/18,105.25,0.8370219,2/28/15,8/31/15,6,0.837022,2.685949238,5/19/15
912828UR Govt,912828UR9,0.75,2/28/18,99.7265625,0.8495701,2/28/15,8/31/15,6,0.84957,2.754677905,5/19/15
912828J6 Govt,912828J68,1,3/15/18,100.3867188,0.8609751,3/15/15,9/15/15,6,0.860975,2.786394938,5/19/15
912828QB Govt,912828QB9,2.875,3/31/18,105.6484375,0.8749018,3/31/15,9/30/15,6,0.874902,2.765353428,5/19/15
912828UU Govt,912828UU2,0.75,3/31/18,99.62890625,0.881346,3/31/15,9/30/15,6,0.881346,2.838173439,5/19/15
912828K2 Govt,912828K25,0.75,4/15/18,99.57421875,0.8986683,4/15/15,10/15/15,6,0.898668,2.879148327,5/19/15
912828QG Govt,912828QG8,2.625,4/30/18,105.0078125,0.8999518,4/30/15,10/31/15,6,0.899952,2.855678618,5/19/15
912828UZ Govt,912828UZ1,0.625,4/30/18,99.1875,0.9048688,4/30/15,10/31/15,6,0.904869,2.924983995,5/19/15
912828HZ Govt,912828HZ6,3.875,5/15/18,108.75,0.9014867,5/15/15,11/15/15,6,0.901487,2.856940783,5/19/15
912810EA Govt,912810EA2,9.125,5/15/18,124.4101563,0.8387199,5/15/15,11/15/15,6,0.83872,2.716943728,5/19/15
912828XA Govt,912828XA3,1,5/15/18,100.2539063,0.9136895,5/15/15,11/15/15,6,0.913689,2.952120867,5/19/15
912828QQ Govt,912828QQ6,2.375,5/31/18,104.3007813,0.9334576,11/30/14,5/31/15,7,0.933458,2.915626558,5/19/15
912828VE Govt,912828VE7,1,5/31/18,100.171875,0.9423597,11/30/14,5/31/15,7,0.94236,2.981222207,5/19/15
912828QT Govt,912828QT0,2.375,6/30/18,104.3046875,0.9690578,12/31/14,6/30/15,7,0.969058,2.998596174,5/19/15
912828VK Govt,912828VK3,1.375,6/30/18,101.2382813,0.970509,12/31/14,6/30/15,7,0.970509,3.045734649,5/19/15
912828QY Govt,912828QY9,2.25,7/31/18,103.9492188,0.9935117,1/31/15,7/31/15,7,0.993512,3.089898533,5/19/15
912828VQ Govt,912828VQ0,1.375,7/31/18,101.1835938,0.998326,1/31/15,7/31/15,7,0.998326,3.131329104,5/19/15
912828JH Govt,912828JH4,4,8/15/18,109.6914063,0.9575185,2/15/15,8/15/15,7,0.957518,3.055360142,5/19/15
912828RE Govt,912828RE2,1.5,8/31/18,101.4960938,1.0351232,2/28/15,8/31/15,7,1.035123,3.206151697,5/19/15
912828RH Govt,912828RH5,1.375,9/30/18,101.0234375,1.0645624,3/31/15,9/30/15,7,1.064562,3.295694381,5/19/15
